episode,reward_robot1,reward_robot2,avg_reward
549,5481.53955078125,4376.6923828125,4929.1162109375
550,5391.96728515625,4996.044921875,5194.005859375
551,4378.6494140625,4964.37353515625,4671.51171875
552,4838.54248046875,4997.39453125,4917.96875
553,5469.38134765625,4983.701171875,5226.541015625
554,5999.970703125,5513.21533203125,5756.5927734375
555,5395.24853515625,4980.310546875,5187.779296875
556,5378.896484375,4957.8037109375,5168.35009765625
557,5469.09375,4968.8369140625,5218.96533203125
558,5464.11181640625,4354.3916015625,4909.251953125
559,6000.32080078125,4861.0380859375,5430.6796875
560,3595.525146484375,4980.04150390625,4287.783203125
561,4843.1494140625,3737.715087890625,4290.43212890625
562,4899.7119140625,4340.146484375,4619.92919921875
563,4872.4951171875,4779.2333984375,4825.8642578125
564,4867.93701171875,4434.54248046875,4651.23974609375
565,5419.2607421875,4885.15673828125,5152.208984375
566,5476.5556640625,4434.45849609375,4955.5068359375
567,5394.63916015625,4290.9130859375,4842.7763671875
568,5493.484375,4959.67626953125,5226.580078125
569,6011.63134765625,4348.443359375,5180.037109375
570,5386.60107421875,4283.39306640625,4834.9970703125
571,5372.14453125,4986.82177734375,5179.4833984375
572,5287.07275390625,4814.92041015625,5050.99658203125
573,5492.3056640625,4892.67578125,5192.49072265625
574,5461.23291015625,4973.953125,5217.5927734375
575,5478.7470703125,5508.466796875,5493.60693359375
576,5491.7919921875,4949.578125,5220.68505859375
577,4936.9287109375,4950.5791015625,4943.75390625
578,5500.48828125,4980.89892578125,5240.693359375
579,5464.61669921875,4445.63525390625,4955.1259765625
580,4863.1220703125,4389.33544921875,4626.228515625
581,4777.69873046875,4291.15869140625,4534.4287109375
582,5471.76318359375,4991.5400390625,5231.6513671875
583,3735.56982421875,3700.357666015625,3717.9638671875
584,5493.298828125,4359.6162109375,4926.45751953125
585,4929.4306640625,4442.013671875,4685.72216796875
586,4904.97998046875,4420.43310546875,4662.70654296875
587,5310.33056640625,4876.8837890625,5093.607421875
588,6020.5458984375,4988.3857421875,5504.4658203125
589,5486.0078125,5007.07177734375,5246.5400390625
590,5490.9736328125,5514.80908203125,5502.8916015625
591,6000.74365234375,4974.06982421875,5487.40673828125
592,4920.97314453125,5003.826171875,4962.3994140625
593,5495.615234375,4950.4169921875,5223.01611328125
594,5497.77978515625,4958.42431640625,5228.10205078125
595,5488.734375,5525.30712890625,5507.0205078125
596,5381.50537109375,4353.78076171875,4867.64306640625
597,5376.58349609375,4896.35400390625,5136.46875
598,4870.3837890625,4323.6748046875,4597.029296875
599,4870.2998046875,4954.69677734375,4912.498046875
600,5456.072265625,4440.9404296875,4948.50634765625
601,5462.06591796875,4997.73046875,5229.8984375
602,4843.67236328125,4442.0224609375,4642.84765625
603,5485.375,5503.8720703125,5494.62353515625
604,4895.65380859375,4952.3759765625,4924.0146484375
605,4916.5439453125,4992.6376953125,4954.5908203125
606,5483.98388671875,4945.5224609375,5214.7529296875
607,4375.1201171875,4310.75341796875,4342.9365234375
608,6003.82421875,5525.76806640625,5764.7958984375
609,4828.01708984375,4981.333984375,4904.67578125
610,5472.6337890625,5009.48486328125,5241.0595703125
611,5478.19677734375,5518.0234375,5498.1103515625
612,5292.50732421875,4789.1396484375,5040.8232421875
613,4937.55126953125,4442.17138671875,4689.861328125
614,5489.12060546875,4984.71044921875,5236.91552734375
615,5497.9130859375,3753.7724609375,4625.8427734375
616,5489.45703125,5502.138671875,5495.7978515625
617,5454.22216796875,4999.52978515625,5226.8759765625
618,5453.40283203125,4977.73779296875,5215.5703125
619,4872.69580078125,4979.125,4925.91015625
620,5448.18310546875,4421.24755859375,4934.71533203125
621,5467.3896484375,4992.34814453125,5229.869140625
622,4862.92236328125,4400.26025390625,4631.59130859375
623,6018.560546875,4991.6806640625,5505.12060546875
624,6026.96923828125,5004.51025390625,5515.73974609375
625,5463.8779296875,4913.048828125,5188.46337890625
626,4867.060546875,4961.13525390625,4914.09765625
627,4951.701171875,4975.85791015625,4963.779296875
628,5386.03564453125,4983.6279296875,5184.83203125
629,5282.658203125,4251.42822265625,4767.04296875
630,4935.7841796875,4897.05224609375,4916.41796875
631,6000.21337890625,4986.9931640625,5493.603515625
632,5996.77734375,4888.302734375,5442.5400390625
633,5470.658203125,4990.6416015625,5230.64990234375
634,5473.44677734375,4988.6025390625,5231.0244140625
635,5463.109375,5002.03173828125,5232.5703125
636,5408.97021484375,4983.33642578125,5196.1533203125
637,4937.853515625,4962.67822265625,4950.265625
638,5459.9638671875,5553.572265625,5506.76806640625
639,4895.38134765625,4957.32763671875,4926.3544921875
640,4918.5029296875,4991.45654296875,4954.9794921875
641,5451.3193359375,4442.4091796875,4946.8642578125
642,4925.455078125,4424.17041015625,4674.8125
643,4364.1259765625,5002.32080078125,4683.2236328125
644,3557.193359375,4183.29638671875,3870.244873046875
645,4319.91552734375,4882.24853515625,4601.08203125
646,4854.96337890625,5539.3447265625,5197.154296875
647,3815.640380859375,4968.25,4391.9453125
648,5460.39453125,3862.941162109375,4661.66796875
649,4173.208984375,4788.93359375,4481.0712890625
650,5483.005859375,5502.83740234375,5492.921875
651,3756.692138671875,3855.98876953125,3806.34033203125
652,5495.53076171875,5517.32861328125,5506.4296875
653,4396.060546875,4961.32470703125,4678.6923828125
654,3199.758544921875,4951.736328125,4075.74755859375
655,4939.02880859375,5511.78515625,5225.4072265625
656,5461.5791015625,4952.5625,5207.07080078125
657,5390.3701171875,4976.05712890625,5183.2138671875
658,4916.72705078125,4370.3193359375,4643.5234375
659,5450.24267578125,4405.71533203125,4927.97900390625
660,4944.32373046875,4953.2724609375,4948.7978515625
661,5490.34716796875,4969.88623046875,5230.11669921875
662,5479.802734375,5512.21533203125,5496.0087890625
663,5472.986328125,4998.7265625,5235.8564453125
664,4858.08935546875,4262.125,4560.107421875
665,4843.0791015625,5548.796875,5195.93798828125
666,4920.458984375,4441.837890625,4681.1484375
667,5484.31005859375,4402.244140625,4943.27734375
668,6000.255859375,4974.9775390625,5487.61669921875
669,5497.873046875,5518.37646484375,5508.125
670,5482.77783203125,4873.205078125,5177.9912109375
671,5463.5234375,4363.19482421875,4913.359375
672,4846.56103515625,4441.36865234375,4643.96484375
673,4275.36083984375,5507.0771484375,4891.21875
674,5450.919921875,4954.5751953125,5202.74755859375
675,5490.66015625,3849.0234375,4669.841796875
676,5459.943359375,4345.29345703125,4902.6181640625
677,4387.69921875,4870.14697265625,4628.9228515625
678,5466.79443359375,5004.955078125,5235.875
679,4754.53515625,4243.4814453125,4499.00830078125
680,5459.30322265625,4430.25341796875,4944.7783203125
681,5451.96240234375,2779.126708984375,4115.54443359375
682,5996.4833984375,4962.654296875,5479.56884765625
683,5470.73486328125,4335.53125,4903.1328125
684,4903.07763671875,4432.41357421875,4667.74560546875
685,5458.82470703125,4921.79541015625,5190.31005859375
686,5456.08740234375,3872.411865234375,4664.24951171875
687,5454.7998046875,4436.6552734375,4945.7275390625
688,5492.79345703125,5523.97509765625,5508.38427734375
689,4921.64599609375,-23.41646957397461,2449.11474609375
690,4946.513671875,4320.3095703125,4633.41162109375
691,5386.85498046875,4370.509765625,4878.6826171875
692,5479.64453125,4956.857421875,5218.2509765625
693,5389.04931640625,4985.38623046875,5187.2177734375
694,5497.25537109375,4952.94921875,5225.1025390625
695,5484.40380859375,5007.53369140625,5245.96875
696,5459.5419921875,4986.0791015625,5222.810546875
697,5458.5341796875,4409.57470703125,4934.0546875
698,5470.5546875,4905.09716796875,5187.826171875
699,6000.49072265625,4968.3486328125,5484.419921875
700,5452.107421875,4978.8525390625,5215.47998046875
701,5406.38427734375,5508.1044921875,5457.244140625
702,6020.54150390625,4788.78564453125,5404.66357421875
703,3689.900634765625,4326.45263671875,4008.1767578125
704,4906.0439453125,4978.36181640625,4942.203125
705,4913.169921875,4397.66845703125,4655.4189453125
706,5455.033203125,4436.7314453125,4945.88232421875
707,5455.43701171875,4355.15283203125,4905.294921875
708,5494.57177734375,4995.97607421875,5245.27392578125
709,5471.69287109375,5500.333984375,5486.013671875
710,5481.486328125,4946.251953125,5213.869140625
711,5373.447265625,4907.5,5140.4736328125
712,5295.8173828125,4777.32568359375,5036.5712890625
713,6003.77294921875,4998.36767578125,5501.0703125
714,6008.3251953125,4343.39697265625,5175.861328125
715,6014.568359375,4914.20751953125,5464.3876953125
716,5467.8046875,5001.73486328125,5234.76953125
717,5471.22119140625,5003.9267578125,5237.57421875
718,5496.3828125,5514.634765625,5505.5087890625
719,5391.4248046875,4177.759765625,4784.59228515625
720,6001.97998046875,4975.34326171875,5488.66162109375
721,3965.13720703125,3566.2861328125,3765.711669921875
722,6009.7548828125,5531.5244140625,5770.6396484375
723,6009.48095703125,4987.74169921875,5498.611328125
724,6026.8935546875,4964.72314453125,5495.80859375
725,5467.6337890625,4995.91943359375,5231.7763671875
726,5487.44384765625,5512.75537109375,5500.099609375
727,6001.03125,4964.9931640625,5483.01220703125
728,6033.1279296875,5505.99560546875,5769.5615234375
729,5491.6826171875,5510.6142578125,5501.1484375
730,6026.20947265625,4997.9091796875,5512.0595703125
731,6011.7978515625,4965.6181640625,5488.7080078125
732,5313.71484375,4921.15478515625,5117.4345703125
733,6010.26416015625,4977.47509765625,5493.86962890625
734,6024.3486328125,5547.869140625,5786.10888671875
735,5491.4228515625,4987.6650390625,5239.5439453125
736,6551.82958984375,5510.591796875,6031.2109375
737,5486.2275390625,5509.58544921875,5497.90625
738,5465.29541015625,4915.263671875,5190.279296875
739,5493.03564453125,5504.66796875,5498.8515625
740,5487.59716796875,5513.5546875,5500.576171875
741,4943.9482421875,4976.65966796875,4960.3037109375
742,6020.15625,4958.076171875,5489.1162109375
743,6020.53271484375,4999.5888671875,5510.060546875
744,6026.40576171875,5501.671875,5764.0390625
745,6019.11474609375,5557.17333984375,5788.14404296875
746,5476.39892578125,5003.6611328125,5240.0302734375
747,6004.15478515625,5542.4267578125,5773.291015625
748,6001.09423828125,5520.48291015625,5760.78857421875
749,6015.82666015625,4915.109375,5465.4677734375
750,6047.67724609375,5429.86572265625,5738.771484375
751,5500.958984375,5512.60986328125,5506.7841796875
752,5497.86865234375,5511.00927734375,5504.43896484375
753,6020.39111328125,5531.70654296875,5776.048828125
754,6019.58154296875,5543.0732421875,5781.3271484375
755,6032.7216796875,5510.4287109375,5771.5751953125
756,5301.7197265625,4866.53662109375,5084.1279296875
757,6002.763671875,5516.1875,5759.4755859375
758,6023.49609375,6054.822265625,6039.1591796875
759,6022.705078125,5548.36572265625,5785.53515625
760,6042.8447265625,5513.57373046875,5778.208984375
761,6003.15380859375,4993.41650390625,5498.28515625
762,6012.248046875,5539.76220703125,5776.0048828125
763,6000.87451171875,5543.5048828125,5772.189453125
764,6011.6240234375,4989.8955078125,5500.759765625
765,6026.7509765625,5428.7255859375,5727.73828125
766,6046.224609375,6063.0966796875,6054.66064453125
767,5926.4990234375,4824.50439453125,5375.501953125
768,6030.32666015625,5515.24853515625,5772.78759765625
769,5998.2412109375,5519.85595703125,5759.048828125
770,5490.70751953125,5518.32763671875,5504.517578125
771,6050.76025390625,5516.60400390625,5783.68212890625
772,6031.9833984375,5509.7783203125,5770.880859375
773,5402.7470703125,4927.61962890625,5165.18359375
774,6011.79736328125,5543.71875,5777.7578125
775,5410.9384765625,4878.12353515625,5144.53125
776,5499.19482421875,5005.7978515625,5252.49609375
777,5489.68505859375,5511.28466796875,5500.48486328125
778,5996.93798828125,5515.80126953125,5756.36962890625
779,6007.6005859375,5543.41845703125,5775.509765625
780,5471.181640625,5505.57373046875,5488.3779296875
781,6011.27490234375,5546.59326171875,5778.93408203125
782,6006.2255859375,4980.23974609375,5493.232421875
783,6013.90185546875,5531.66259765625,5772.7822265625
784,5489.5390625,5003.31494140625,5246.4267578125
785,6019.0634765625,4986.68115234375,5502.8720703125
786,5478.5009765625,5517.88818359375,5498.1943359375
787,6035.95458984375,5517.69091796875,5776.82275390625
788,5488.3203125,5506.17529296875,5497.248046875
789,6044.48486328125,5516.046875,5780.265625
790,6028.13134765625,5506.2236328125,5767.177734375
791,6010.18408203125,5546.46337890625,5778.32373046875
792,6029.50341796875,5505.15087890625,5767.3271484375
793,5406.54052734375,4993.9365234375,5200.23828125
794,6013.4638671875,5544.45654296875,5778.9599609375
795,5460.38427734375,4986.00244140625,5223.193359375
796,6025.98681640625,5543.3828125,5784.6845703125
797,6013.84423828125,5534.77490234375,5774.3095703125
798,5299.38916015625,4777.552734375,5038.470703125
799,6003.22509765625,5532.8232421875,5768.0244140625
800,5283.73876953125,4887.64794921875,5085.693359375
