episode,reward_robot1,reward_robot2,avg_reward
97,3709.96533203125,3844.6748046875,3777.320068359375
98,3820.3994140625,3850.289794921875,3835.3447265625
99,2045.5841064453125,3841.07275390625,2943.328369140625
100,418.3864440917969,3847.7080078125,2133.047119140625
101,1058.1435546875,3851.6767578125,2454.91015625
102,3832.39013671875,3240.1123046875,3536.251220703125
103,3727.322998046875,3843.737548828125,3785.5302734375
104,3615.156494140625,3047.400390625,3331.2783203125
105,315.9432678222656,3298.31689453125,1807.130126953125
106,3790.85888671875,3865.2734375,3828.066162109375
107,2705.09765625,3856.4912109375,3280.79443359375
108,3100.159423828125,3833.841552734375,3467.00048828125
109,3622.73828125,3657.8193359375,3640.27880859375
110,984.40234375,3852.72314453125,2418.562744140625
111,4353.650390625,3137.953369140625,3745.8017578125
112,2721.439208984375,3856.758056640625,3289.0986328125
113,3820.2822265625,3303.400634765625,3561.84130859375
114,4355.24609375,3860.715087890625,4107.98046875
115,4385.384765625,3316.987060546875,3851.18603515625
116,3747.9580078125,3851.343017578125,3799.650390625
117,3817.638916015625,3872.71337890625,3845.17626953125
118,3817.220947265625,3867.409423828125,3842.315185546875
119,4899.76806640625,3881.78759765625,4390.77783203125
120,4363.9033203125,3867.2548828125,4115.5791015625
121,3663.723388671875,3658.170166015625,3660.94677734375
122,4349.03466796875,3740.838134765625,4044.9365234375
123,1612.3560791015625,3867.6015625,2739.978759765625
124,3657.423583984375,3659.220947265625,3658.322265625
125,4361.076171875,3880.847900390625,4120.9619140625
126,3670.752197265625,3129.276611328125,3400.014404296875
127,4377.185546875,3881.08447265625,4129.134765625
128,4258.5400390625,3873.6240234375,4066.08203125
129,3832.6396484375,3867.7060546875,3850.1728515625
130,4343.298828125,3862.922119140625,4103.1103515625
131,4267.37548828125,3676.088134765625,3971.73193359375
132,4367.5869140625,4388.78515625,4378.18603515625
133,3769.875732421875,3868.095947265625,3818.98583984375
134,3835.559326171875,3859.12158203125,3847.34033203125
135,4353.78955078125,3869.670654296875,4111.72998046875
136,3797.282470703125,3797.96826171875,3797.62548828125
137,3641.123046875,3672.63330078125,3656.878173828125
138,3533.076904296875,3783.52734375,3658.30224609375
139,2622.853271484375,3672.011962890625,3147.4326171875
140,3276.954833984375,4390.84130859375,3833.89794921875
141,4341.54345703125,3840.004638671875,4090.77392578125
142,4380.9033203125,3871.575927734375,4126.23974609375
143,3277.528076171875,3315.974365234375,3296.751220703125
144,3209.1171875,4297.49609375,3753.306640625
145,4375.4404296875,3742.9765625,4059.20849609375
146,3748.666748046875,3789.029052734375,3768.847900390625
147,3822.797607421875,3771.179931640625,3796.98876953125
148,4346.6650390625,3197.762939453125,3772.2138671875
149,4353.3251953125,3680.366455078125,4016.845703125
150,3272.533447265625,3873.01953125,3572.7763671875
151,3119.09521484375,3145.680908203125,3132.38818359375
152,4375.1259765625,3290.32080078125,3832.723388671875
153,4368.1572265625,3777.40576171875,4072.781494140625
154,4354.52294921875,3856.749267578125,4105.63623046875
155,3763.406982421875,3841.09912109375,3802.2529296875
156,2674.068359375,3883.573486328125,3278.82080078125
157,3767.827880859375,3760.785888671875,3764.306884765625
158,2133.87890625,3877.6259765625,3005.75244140625
159,4899.521484375,4399.611328125,4649.56640625
160,3187.58740234375,3833.385009765625,3510.486328125
161,4377.9833984375,3850.55126953125,4114.267578125
162,3237.873046875,3660.67626953125,3449.274658203125
163,4188.865234375,3688.233154296875,3938.54931640625
164,4385.1728515625,3876.2861328125,4130.7294921875
165,4153.6328125,3050.706787109375,3602.169921875
166,3841.55078125,3885.080810546875,3863.31591796875
167,3191.68798828125,3138.4189453125,3165.053466796875
168,4363.42041015625,4305.1181640625,4334.26953125
169,4289.11865234375,3862.616943359375,4075.86767578125
170,2718.95556640625,3762.5029296875,3240.729248046875
171,2719.36669921875,3878.748046875,3299.057373046875
172,4367.0166015625,3248.47314453125,3807.744873046875
173,3131.87548828125,4387.05078125,3759.463134765625
174,3073.95947265625,3303.46630859375,3188.712890625
175,3724.92041015625,4399.533203125,4062.226806640625
176,3809.1884765625,3855.879638671875,3832.5341796875
177,3797.509521484375,3787.7734375,3792.6416015625
178,2722.301025390625,3864.615478515625,3293.458251953125
179,4897.0009765625,4398.6533203125,4647.8271484375
180,2532.096923828125,3881.566650390625,3206.831787109375
181,2176.7412109375,3161.035400390625,2668.88818359375
182,3809.83984375,3882.05859375,3845.94921875
183,4352.35400390625,3865.175537109375,4108.7646484375
184,4296.25537109375,3324.427978515625,3810.341796875
185,3206.627685546875,3241.17919921875,3223.9033203125
186,3829.938232421875,4307.8310546875,4068.884765625
187,4903.37548828125,3784.770751953125,4344.0732421875
188,4286.0224609375,3187.674560546875,3736.8486328125
189,4268.5634765625,3845.860595703125,4057.2119140625
190,2692.139892578125,3876.187255859375,3284.16357421875
191,3167.478271484375,3751.163818359375,3459.321044921875
192,3260.78466796875,4400.30615234375,3830.54541015625
193,3822.498046875,4407.37841796875,4114.9384765625
194,3820.468994140625,3797.935791015625,3809.202392578125
195,3808.9228515625,4391.52587890625,4100.224609375
196,4900.6513671875,4316.93408203125,4608.79296875
197,3752.931396484375,4392.8740234375,4072.90283203125
198,4364.9482421875,3329.760009765625,3847.35400390625
199,4379.5,3879.49755859375,4129.4990234375
200,4912.2412109375,4414.1640625,4663.20263671875
201,4924.33544921875,4415.9384765625,4670.13671875
202,4906.98681640625,2664.498291015625,3785.74267578125
203,4382.44580078125,3859.04931640625,4120.74755859375
204,3446.33837890625,4127.6796875,3787.009033203125
205,4918.27099609375,4289.255859375,4603.763671875
206,4304.2890625,3757.697509765625,4030.9931640625
207,3682.3349609375,3878.5126953125,3780.423828125
208,3689.716552734375,3871.565185546875,3780.640869140625
209,3789.471435546875,3285.513671875,3537.49267578125
210,4918.447265625,4312.701171875,4615.57421875
211,3754.60205078125,3869.52587890625,3812.06396484375
212,3824.61962890625,4389.82373046875,4107.2216796875
213,3783.45849609375,2675.7041015625,3229.581298828125
214,3673.225830078125,3769.7841796875,3721.5048828125
215,4354.17919921875,4422.0224609375,4388.1005859375
216,2088.110595703125,4399.32958984375,3243.72021484375
217,4346.064453125,3749.984619140625,4048.0244140625
218,4391.494140625,4389.72900390625,4390.611328125
219,1928.480712890625,2538.718505859375,2233.599609375
220,4394.44384765625,3836.67236328125,4115.55810546875
221,4289.7880859375,3751.400146484375,4020.59423828125
222,3677.094482421875,3693.31005859375,3685.2021484375
223,4391.12451171875,4424.71044921875,4407.91748046875
224,2624.373046875,4409.18603515625,3516.779541015625
225,2493.3056640625,2842.8720703125,2668.0888671875
226,4900.73974609375,4397.47802734375,4649.10888671875
227,4310.23486328125,4343.939453125,4327.0869140625
228,3774.853271484375,4432.05029296875,4103.45166015625
229,4920.41845703125,3890.53759765625,4405.47802734375
230,4903.7041015625,3787.30517578125,4345.5048828125
231,4917.72802734375,3883.564208984375,4400.64599609375
232,4383.7421875,3880.21875,4131.98046875
233,4923.50830078125,4406.859375,4665.18359375
234,3278.354736328125,3883.26953125,3580.81201171875
235,4366.892578125,4955.03857421875,4660.9658203125
236,4906.42578125,4443.15771484375,4674.7919921875
237,2715.400634765625,4406.1162109375,3560.75830078125
238,4299.18115234375,4327.853515625,4313.517578125
239,4372.81884765625,4403.33740234375,4388.078125
240,4904.40087890625,4395.59912109375,4650.0
241,3282.598876953125,4392.35888671875,3837.47900390625
242,4810.591796875,4435.72021484375,4623.15625
243,3836.816650390625,4420.0537109375,4128.43505859375
244,3750.4091796875,3877.319580078125,3813.8642578125
245,3755.993408203125,3847.061279296875,3801.52734375
246,4924.45068359375,4410.357421875,4667.404296875
247,4921.54736328125,4436.67333984375,4679.1103515625
248,3708.744384765625,3804.0751953125,3756.40966796875
249,4906.81005859375,4438.21630859375,4672.51318359375
250,3755.153564453125,4386.20166015625,4070.677734375
251,3260.74072265625,4403.4287109375,3832.084716796875
252,4384.13720703125,4396.7529296875,4390.4453125
253,4299.7548828125,3237.52001953125,3768.637451171875
254,4378.6376953125,4316.71484375,4347.67626953125
255,4939.93359375,3798.30712890625,4369.1201171875
256,4297.93408203125,3852.3818359375,4075.157958984375
257,4915.68408203125,3766.740966796875,4341.21240234375
258,3088.606201171875,3079.686767578125,3084.146484375
259,4187.80078125,3674.680908203125,3931.24072265625
260,4323.7060546875,4424.94775390625,4374.3271484375
261,3740.57470703125,4419.2822265625,4079.928466796875
262,3668.03662109375,3788.197509765625,3728.1171875
263,3813.96630859375,4319.66845703125,4066.8173828125
264,2635.599609375,4415.75537109375,3525.677490234375
265,3568.18408203125,3589.583251953125,3578.8837890625
266,3756.667236328125,3875.223876953125,3815.945556640625
267,4387.79150390625,4414.16015625,4400.9755859375
268,4906.416015625,4412.0205078125,4659.21826171875
269,3188.939453125,3767.0390625,3477.9892578125
270,4898.9150390625,3841.65234375,4370.28369140625
271,4903.13232421875,3300.255615234375,4101.69384765625
272,4277.5732421875,4401.291015625,4339.43212890625
273,3272.83935546875,4388.345703125,3830.592529296875
274,4941.953125,4957.93701171875,4949.9453125
275,4822.5068359375,3241.38720703125,4031.947021484375
276,4365.15380859375,3866.897705078125,4116.02587890625
277,4341.140625,4436.67822265625,4388.9091796875
278,4386.50244140625,4399.03515625,4392.7685546875
279,4919.599609375,4426.89501953125,4673.2470703125
280,4282.96533203125,4321.333984375,4302.1494140625
281,4350.13330078125,4417.66259765625,4383.89794921875
282,4842.09521484375,4416.01953125,4629.0576171875
283,4297.96875,4951.0234375,4624.49609375
284,3818.46484375,4423.0068359375,4120.73583984375
285,4256.64794921875,4854.94580078125,4555.796875
286,3276.6708984375,3883.03369140625,3579.852294921875
287,4893.66845703125,4974.44287109375,4934.0556640625
288,4295.3955078125,4415.94384765625,4355.669921875
289,4936.84716796875,4961.9990234375,4949.4228515625
290,4908.10986328125,4438.1826171875,4673.146484375
291,4906.3837890625,3817.18359375,4361.78369140625
292,5454.49072265625,4354.67919921875,4904.5849609375
293,4929.375,4956.7392578125,4943.05712890625
294,4307.29248046875,4430.14697265625,4368.7197265625
295,4929.18798828125,4853.26220703125,4891.22509765625
296,4207.43017578125,4952.1845703125,4579.8076171875
297,4292.13720703125,3890.908935546875,4091.52294921875
298,4281.625,3865.591552734375,4073.6083984375
299,4895.4228515625,3882.732177734375,4389.07763671875
300,4911.99658203125,4385.59521484375,4648.7958984375
301,4300.1162109375,3865.024658203125,4082.5703125
302,4302.53271484375,4331.09814453125,4316.8154296875
303,4849.71630859375,4405.658203125,4627.6875
304,4914.38623046875,4428.4365234375,4671.4111328125
305,5454.47705078125,4961.49365234375,5207.9853515625
306,4929.63037109375,4405.53369140625,4667.58203125
307,4838.548828125,4311.6953125,4575.1220703125
308,4306.26171875,4330.75244140625,4318.5068359375
309,4379.46240234375,4405.3642578125,4392.4130859375
310,3840.8583984375,4401.00048828125,4120.9296875
311,4396.8779296875,4401.9267578125,4399.40234375
312,4941.126953125,4331.58203125,4636.3544921875
313,4911.7685546875,4440.0830078125,4675.92578125
314,4937.99560546875,4439.046875,4688.521484375
315,4826.3583984375,4858.0419921875,4842.2001953125
316,4905.21533203125,4941.5673828125,4923.3916015625
317,3784.465087890625,4406.44970703125,4095.45751953125
318,4312.27978515625,4419.94091796875,4366.1103515625
319,5452.498046875,4407.1201171875,4929.80908203125
320,4858.77783203125,4857.45751953125,4858.11767578125
321,4923.6142578125,4948.67578125,4936.14501953125
322,4848.9736328125,4400.1298828125,4624.5517578125
323,4854.1884765625,4866.74853515625,4860.46875
324,4224.166015625,4225.42041015625,4224.79296875
325,4838.537109375,4949.66552734375,4894.1015625
326,4902.1298828125,4425.658203125,4663.89404296875
327,4284.29296875,4432.1259765625,4358.20947265625
328,5449.05419921875,4409.62109375,4929.337890625
329,4313.5712890625,4318.0771484375,4315.82421875
330,4859.75634765625,4951.47802734375,4905.6171875
331,4932.73193359375,4423.73974609375,4678.23583984375
332,4744.29052734375,4251.6162109375,4497.953125
333,4936.88134765625,4945.68701171875,4941.2841796875
334,4666.375,4757.0419921875,4711.70849609375
335,4370.6142578125,4415.84423828125,4393.2294921875
336,4834.99072265625,4442.4921875,4638.7412109375
337,4906.2314453125,4946.2861328125,4926.2587890625
338,3279.02685546875,2664.887451171875,2971.95703125
339,4935.88037109375,4960.5322265625,4948.2060546875
340,4306.1474609375,4856.02001953125,4581.083984375
341,4947.29931640625,4354.41845703125,4650.85888671875
342,4317.2021484375,4411.7880859375,4364.4951171875
343,5450.76171875,4952.60205078125,5201.681640625
344,4352.21875,3810.103515625,4081.1611328125
345,4931.13525390625,4976.8671875,4954.0009765625
346,5451.9052734375,4309.66015625,4880.78271484375
347,5469.28271484375,4947.4482421875,5208.365234375
348,4943.880859375,4356.83837890625,4650.359375
349,5459.38623046875,4972.62890625,5216.0078125
350,4099.34765625,3805.79052734375,3952.569091796875
351,4215.90380859375,4424.55712890625,4320.23046875
352,5481.08642578125,4879.28173828125,5180.18408203125
353,4377.49462890625,4965.75439453125,4671.62451171875
354,4901.25390625,3802.528564453125,4351.89111328125
355,4948.25244140625,4972.36474609375,4960.30859375
356,4857.14013671875,4943.0673828125,4900.103515625
357,4665.228515625,3682.04833984375,4173.638671875
358,4225.91162109375,3766.4365234375,3996.174072265625
359,4917.9921875,3878.365478515625,4398.1787109375
360,4941.99169921875,4443.9140625,4692.953125
361,4926.38330078125,4967.69384765625,4947.03857421875
362,4385.53271484375,4429.32373046875,4407.42822265625
363,5454.54296875,4992.17041015625,5223.3564453125
364,4944.2470703125,4952.77685546875,4948.51171875
365,4747.07666015625,4218.982421875,4483.029296875
366,3060.77783203125,4392.37939453125,3726.57861328125
367,3275.891845703125,4417.80322265625,3846.84765625
368,4294.93505859375,4413.583984375,4354.259765625
369,5454.8876953125,4859.01953125,5156.95361328125
370,3257.347412109375,4403.96728515625,3830.6572265625
371,4906.4794921875,4436.3193359375,4671.3994140625
372,4838.3525390625,3623.861572265625,4231.10693359375
373,5450.986328125,4442.0302734375,4946.50830078125
374,4946.9169921875,4970.587890625,4958.75244140625
375,3725.917236328125,4437.01513671875,4081.46630859375
376,4879.74658203125,4949.982421875,4914.8642578125
377,4388.037109375,4434.63916015625,4411.337890625
378,5462.0517578125,3794.839599609375,4628.44580078125
379,5452.11962890625,4371.13525390625,4911.62744140625
380,5451.97021484375,4971.4306640625,5211.7001953125
381,5477.4677734375,4973.10791015625,5225.2880859375
382,4211.7470703125,4393.97705078125,4302.8623046875
383,4328.4423828125,4956.025390625,4642.23388671875
384,4140.68310546875,3607.821044921875,3874.251953125
385,4942.62939453125,4973.57421875,4958.1015625
386,5454.0078125,4425.22119140625,4939.6142578125
387,4846.9326171875,4857.52294921875,4852.2275390625
388,5284.955078125,4778.21728515625,5031.5859375
389,4864.53125,4329.7158203125,4597.12353515625
390,4915.3662109375,4431.17919921875,4673.2724609375
391,4302.4140625,4403.646484375,4353.0302734375
392,4919.00341796875,4945.7392578125,4932.37109375
393,4364.5498046875,3793.318115234375,4078.93408203125
394,5457.2763671875,4973.96435546875,5215.6201171875
395,4838.9365234375,4947.41943359375,4893.177734375
396,4925.17724609375,4958.63427734375,4941.90576171875
397,4827.525390625,4425.7587890625,4626.64208984375
398,4211.41357421875,3682.7373046875,3947.075439453125
399,4291.03857421875,4436.6982421875,4363.8681640625
400,3814.831787109375,4436.48876953125,4125.66015625
401,4936.2333984375,4946.6171875,4941.42529296875
402,4916.32373046875,4372.37646484375,4644.35009765625
403,4920.85986328125,4949.22509765625,4935.04248046875
404,4186.13134765625,4193.92041015625,4190.02587890625
405,3760.248779296875,4956.68017578125,4358.46435546875
406,5471.47509765625,4363.2197265625,4917.34765625
407,3714.77734375,4333.46826171875,4024.122802734375
408,4321.2744140625,4962.52978515625,4641.90234375
409,5471.48193359375,4357.84716796875,4914.66455078125
410,4834.72802734375,4882.43115234375,4858.57958984375
411,4941.55517578125,4437.38916015625,4689.47216796875
412,4832.33935546875,2122.57958984375,3477.45947265625
413,4904.34033203125,4323.02294921875,4613.681640625
414,5389.8525390625,4367.65673828125,4878.7548828125
415,4940.79541015625,4960.341796875,4950.568359375
416,4734.9697265625,4146.12548828125,4440.5478515625
417,5485.1494140625,4414.45166015625,4949.80078125
418,4854.56298828125,4883.6279296875,4869.095703125
419,4386.13525390625,4438.34423828125,4412.23974609375
420,3278.706787109375,4435.130859375,3856.9189453125
421,3744.813720703125,4424.26123046875,4084.53759765625
422,4936.17724609375,4439.7578125,4687.9677734375
423,4906.318359375,4954.15087890625,4930.234375
424,4381.1962890625,4397.97412109375,4389.5849609375
425,4116.24072265625,3800.994140625,3958.617431640625
426,4316.0615234375,4396.57666015625,4356.3193359375
427,4940.21826171875,4961.2958984375,4950.7568359375
428,5457.27685546875,4980.79052734375,5219.03369140625
429,5454.54833984375,4963.0615234375,5208.8046875
430,4921.9609375,4444.82568359375,4683.3935546875
431,5450.75439453125,4434.095703125,4942.4248046875
432,5380.0302734375,4335.9990234375,4858.0146484375
433,4368.3896484375,4416.91162109375,4392.650390625
434,4929.974609375,4966.6103515625,4948.29248046875
435,4331.654296875,3804.776123046875,4068.21533203125
436,4883.28564453125,3734.2197265625,4308.7529296875
437,4942.595703125,4952.19091796875,4947.3935546875
438,4773.68017578125,4420.36083984375,4597.0205078125
439,4905.0380859375,4974.71630859375,4939.876953125
440,4847.033203125,4419.0615234375,4633.04736328125
441,5451.4072265625,3791.540771484375,4621.47412109375
442,5402.8095703125,4950.80078125,5176.80517578125
443,5461.79345703125,4422.7373046875,4942.265625
444,5474.57470703125,4994.16845703125,5234.37158203125
445,4878.9736328125,4363.8759765625,4621.4248046875
446,5466.36767578125,4986.6650390625,5226.5166015625
447,3745.714111328125,4432.38525390625,4089.0498046875
448,3175.42578125,4948.859375,4062.142578125
449,3234.104736328125,4444.44091796875,3839.27294921875
450,3229.402099609375,4402.302734375,3815.8525390625
451,2144.694580078125,4414.76806640625,3279.7314453125
452,4269.52880859375,4427.3681640625,4348.4482421875
453,4362.81298828125,4444.1298828125,4403.4716796875
454,4125.21142578125,4317.39111328125,4221.30126953125
455,4283.02197265625,3728.687744140625,4005.85498046875
456,4255.21728515625,4390.41162109375,4322.814453125
457,4917.1435546875,4957.697265625,4937.42041015625
458,5382.4814453125,4257.1884765625,4819.8349609375
459,2744.212158203125,4967.48974609375,3855.85107421875
460,6004.703125,4880.29345703125,5442.498046875
461,4865.0439453125,4947.7861328125,4906.4150390625
462,5477.01806640625,4972.23291015625,5224.62548828125
463,4936.24072265625,3877.98583984375,4407.11328125
464,5458.55419921875,3701.75390625,4580.154296875
465,5471.947265625,4329.00146484375,4900.474609375
466,4333.9716796875,4408.7548828125,4371.36328125
467,4907.45947265625,4213.96923828125,4560.71435546875
468,4919.70068359375,3888.55908203125,4404.1298828125
469,5481.67041015625,4428.443359375,4955.056640625
470,6005.95556640625,4963.615234375,5484.78515625
471,4926.427734375,4978.2001953125,4952.31396484375
472,5497.806640625,4256.216796875,4877.01171875
473,4936.44140625,4946.994140625,4941.7177734375
474,4935.0546875,4965.0498046875,4950.05224609375
475,4388.37646484375,4323.85107421875,4356.11376953125
476,5470.31005859375,4998.20556640625,5234.2578125
477,4841.2177734375,4414.67138671875,4627.9443359375
478,4910.35009765625,4436.720703125,4673.53515625
479,4342.97802734375,4425.1044921875,4384.041015625
480,3824.982421875,4963.6708984375,4394.32666015625
481,3824.447509765625,4984.18212890625,4404.31494140625
482,4825.70654296875,4433.81640625,4629.76171875
483,3846.228515625,4956.806640625,4401.517578125
484,4860.21728515625,4436.34912109375,4648.283203125
485,6004.119140625,4920.3017578125,5462.21044921875
486,5450.79345703125,4974.73681640625,5212.76513671875
487,4839.1396484375,4238.4892578125,4538.814453125
488,5496.4033203125,4955.97802734375,5226.1904296875
489,4900.86376953125,4964.63525390625,4932.74951171875
490,5462.68359375,4969.25634765625,5215.9697265625
491,4313.720703125,4431.794921875,4372.7578125
492,5451.619140625,4960.33447265625,5205.9765625
493,5463.68359375,4994.0107421875,5228.84716796875
494,4837.6083984375,4426.673828125,4632.14111328125
495,5463.96533203125,4418.8916015625,4941.4287109375
496,5478.18505859375,4362.8125,4920.4990234375
497,4905.0791015625,4444.69775390625,4674.888671875
498,5449.369140625,4984.04443359375,5216.70703125
499,5474.82080078125,4946.68994140625,5210.75537109375
500,5479.70751953125,4861.53759765625,5170.62255859375
501,5448.5595703125,4974.455078125,5211.50732421875
502,5456.1591796875,4964.41162109375,5210.28515625
503,5466.197265625,4439.7890625,4952.9931640625
504,5490.21826171875,4951.95849609375,5221.08837890625
505,5488.080078125,4960.0439453125,5224.06201171875
506,5487.64794921875,5510.56591796875,5499.10693359375
507,5487.02783203125,4978.89501953125,5232.96142578125
508,4863.7265625,4434.51318359375,4649.1201171875
509,5499.23193359375,5510.89111328125,5505.0615234375
510,5452.9619140625,4988.517578125,5220.73974609375
511,6003.29150390625,4256.68359375,5129.9873046875
512,5479.73193359375,5004.0556640625,5241.8935546875
513,5496.4619140625,5504.5390625,5500.50048828125
514,5459.5458984375,4996.46875,5228.00732421875
515,5461.525390625,4352.0966796875,4906.81103515625
516,5468.05615234375,4973.81396484375,5220.93505859375
517,5447.7646484375,5009.572265625,5228.66845703125
518,4947.99609375,4422.46923828125,4685.232421875
519,5473.10205078125,4972.544921875,5222.8232421875
520,5499.38037109375,4856.72314453125,5178.0517578125
521,4943.3916015625,4361.68701171875,4652.5390625
522,5466.50634765625,3222.982666015625,4344.74462890625
523,4869.78955078125,4875.42431640625,4872.60693359375
524,5467.01171875,5506.111328125,5486.5615234375
525,4884.18798828125,4971.865234375,4928.0263671875
526,5477.1376953125,4947.32568359375,5212.2314453125
527,4333.0888671875,4990.57275390625,4661.8310546875
528,5465.89111328125,4991.8896484375,5228.890625
529,5458.72216796875,4994.60888671875,5226.66552734375
530,5465.2509765625,4991.79638671875,5228.5234375
531,5454.43603515625,4958.92236328125,5206.67919921875
532,4379.6015625,4335.66796875,4357.634765625
533,4388.25048828125,4394.34619140625,4391.29833984375
534,4891.5205078125,4967.24560546875,4929.3828125
535,4294.8818359375,4424.841796875,4359.86181640625
536,5469.2294921875,4991.86474609375,5230.546875
537,5477.6484375,5000.52685546875,5239.087890625
538,5492.3056640625,4444.0947265625,4968.2001953125
539,4873.4580078125,4214.47119140625,4543.96484375
540,5484.779296875,4976.28271484375,5230.53125
541,4943.00146484375,4972.18896484375,4957.59521484375
542,4948.35498046875,4955.29443359375,4951.82470703125
543,4866.14453125,4272.5869140625,4569.36572265625
544,4938.9873046875,4885.7470703125,4912.3671875
545,5465.583984375,4948.69482421875,5207.1396484375
546,6010.67578125,4950.87841796875,5480.77734375
547,5471.5693359375,5423.9755859375,5447.7724609375
548,5474.19580078125,5509.55078125,5491.873046875
